18.32;-14.3795;-2.75839
18.36;-14.329;-2.75713
18.4;-14.2787;-2.75594
18.44;-14.2288;-2.75482
18.48;-14.1791;-2.75376
18.52;-14.1297;-2.75275
18.56;-14.0805;-2.75179
18.6;-14.0316;-2.75088
18.64;-13.9829;-2.75002
18.68;-13.9344;-2.74919
18.72;-13.8861;-2.74839
18.76;-13.8381;-2.74763
18.8001;-13.7902;-2.74689
18.8401;-13.7425;-2.74617
18.8801;-13.695;-2.74547
18.9201;-13.6477;-2.74477
18.9601;-13.6005;-2.74409
19.0001;-13.5535;-2.74341
19.0401;-13.5067;-2.74273
19.0801;-13.4599;-2.74204
19.1201;-13.4133;-2.74134
19.1601;-13.3668;-2.74062
19.2001;-13.3204;-2.73989
19.2401;-13.2741;-2.73913
19.2801;-13.2279;-2.73835
19.3201;-13.1817;-2.73753
19.3601;-13.1357;-2.73668
19.4001;-13.0897;-2.73578
19.4401;-13.0437;-2.73484
19.4801;-12.9978;-2.73385
19.5201;-12.9519;-2.7328
19.5601;-12.906;-2.73169
19.6001;-12.8602;-2.73052
19.6401;-12.8143;-2.72929
19.6801;-12.7685;-2.72798
19.7201;-12.7226;-2.72659
19.7601;-12.6767;-2.72512
19.8001;-12.6308;-2.72357
19.8401;-12.5848;-2.72193
19.8801;-12.5388;-2.72019
19.9201;-12.4928;-2.71835
19.9601;-12.4466;-2.71641
20.0001;-12.4004;-2.71436
20.0401;-12.3451;-2.7118
20.0801;-12.2902;-2.70917
20.1201;-12.2357;-2.70648
20.1601;-12.1815;-2.70372
20.2001;-12.1278;-2.70091
20.2401;-12.0744;-2.69804
20.2801;-12.0213;-2.69512
20.3201;-11.9686;-2.69216
20.3601;-11.9163;-2.68915
20.4001;-11.8642;-2.6861
20.4401;-11.8125;-2.68301
20.4801;-11.7611;-2.67989
20.5201;-11.71;-2.67674
20.5601;-11.6592;-2.67356
20.6001;-11.6087;-2.67036
20.6401;-11.5585;-2.66715
20.6801;-11.5085;-2.66391
20.7201;-11.4588;-2.66066
20.7601;-11.4093;-2.65741
20.8001;-11.3601;-2.65415
20.8401;-11.3111;-2.65089
20.8801;-11.2623;-2.64763
20.9201;-11.2137;-2.64437
20.9601;-11.1654;-2.64112
21.0001;-11.1172;-2.63789
21.0401;-11.0693;-2.63467
21.0801;-11.0215;-2.63147
21.1201;-10.9738;-2.6283
21.1601;-10.9264;-2.62515
21.2001;-10.8791;-2.62203
21.2401;-10.8319;-2.61894
21.2801;-10.7849;-2.61589
21.3201;-10.738;-2.61288
21.3601;-10.6912;-2.60992
21.4001;-10.6445;-2.607
21.4401;-10.5979;-2.60414
21.4801;-10.5514;-2.60133
21.5201;-10.505;-2.59857
21.5601;-10.4587;-2.59588
21.6001;-10.4124;-2.59325
21.6401;-10.3662;-2.59069
21.6801;-10.32;-2.58821
21.7201;-10.2739;-2.5858
21.7601;-10.2278;-2.58347
21.8001;-10.1817;-2.58122
21.8401;-10.1356;-2.57905
21.8801;-10.0896;-2.57698
21.9201;-10.0435;-2.575
21.9601;-9.99741;-2.57312
22.0001;-9.9513;-2.57134
22.0401;-9.90515;-2.56966
22.0801;-9.85897;-2.56808
22.1201;-9.81273;-2.56662
22.1601;-9.76643;-2.56528
22.2001;-9.72007;-2.56405
22.2401;-9.67362;-2.56294
22.2801;-9.62709;-2.56196
22.3201;-9.58047;-2.5611
22.3601;-9.53374;-2.56038
22.4001;-9.48691;-2.55979
22.4401;-9.43994;-2.55934
22.4801;-9.39286;-2.55904
22.5201;-9.34563;-2.55888
22.5601;-9.29825;-2.55887
22.6001;-9.25072;-2.55901
22.6401;-9.20708;-2.55928
22.6801;-9.16334;-2.5597
22.7201;-9.11952;-2.56026
22.7601;-9.0756;-2.56096
22.8001;-9.0316;-2.56179
22.8401;-8.98753;-2.56275
22.8801;-8.94339;-2.56383
22.9201;-8.89918;-2.56504
22.9601;-8.85491;-2.56637
23.0001;-8.81059;-2.56782
23.0401;-8.76621;-2.56938
23.0801;-8.7218;-2.57105
23.1201;-8.67734;-2.57283
23.1602;-8.63284;-2.57471
23.2002;-8.58833;-2.57669
23.2402;-8.54378;-2.57877
23.2802;-8.49922;-2.58094
23.3202;-8.45464;-2.5832
23.3602;-8.41006;-2.58554
23.4002;-8.36547;-2.58797
23.4402;-8.32089;-2.59048
23.4802;-8.27631;-2.59307
23.5202;-8.23175;-2.59572
23.5602;-8.1872;-2.59845
23.6002;-8.14268;-2.60125
23.6402;-8.09819;-2.6041
23.6802;-8.05373;-2.60702
23.7202;-8.00931;-2.60999
23.7602;-7.96493;-2.61302
23.8002;-7.92061;-2.61609
23.8402;-7.87634;-2.61921
23.8802;-7.83213;-2.62237
23.9202;-7.78798;-2.62558
23.9602;-7.74391;-2.62881
24.0002;-7.69991;-2.63208
24.0402;-7.65599;-2.63538
24.0802;-7.61216;-2.63871
24.1202;-7.56842;-2.64206
24.1602;-7.52478;-2.64542
24.2002;-7.48124;-2.6488
24.2402;-7.43781;-2.6522
24.2802;-7.39449;-2.6556
24.3202;-7.35128;-2.65901
24.3602;-7.3082;-2.66242
24.4002;-7.26525;-2.66583
24.4402;-7.22244;-2.66923
24.4802;-7.17976;-2.67263
24.5202;-7.13722;-2.67601
24.5602;-7.09484;-2.67938
24.6002;-7.05261;-2.68274
24.6402;-7.01054;-2.68607
24.6802;-6.96863;-2.68937
24.7202;-6.92689;-2.69265
24.7602;-6.88533;-2.69589
24.8002;-6.84395;-2.6991
24.8402;-6.80276;-2.70228
24.8802;-6.76176;-2.70541
24.9202;-6.72095;-2.70849
24.9602;-6.68035;-2.71153
25.0002;-6.63995;-2.71451
25.0402;-6.59977;-2.71744
25.0802;-6.5598;-2.72031
25.1202;-6.52005;-2.72312
25.1602;-6.48054;-2.72586
25.2002;-6.44125;-2.72854
25.2402;-6.40221;-2.73114
25.2802;-6.36341;-2.73367
25.3202;-6.32485;-2.73611
25.3602;-6.28655;-2.73848
25.4002;-6.24852;-2.74076
25.4402;-6.21074;-2.74295
25.4802;-6.16308;-2.74563
25.5202;-6.11554;-2.74825
25.5602;-6.06813;-2.7508
25.6002;-6.02087;-2.75328
25.6402;-5.97374;-2.7557
25.6802;-5.92677;-2.75806
25.7202;-5.87995;-2.76037
25.7602;-5.8333;-2.76263
25.8002;-5.78681;-2.76483
25.8402;-5.7405;-2.76699
25.8802;-5.69437;-2.7691
25.9202;-5.64843;-2.77117
25.9602;-5.60268;-2.77321
26.0002;-5.55712;-2.7752
26.0402;-5.51178;-2.77717
26.0802;-5.46665;-2.7791
26.1202;-5.42173;-2.78101
26.1602;-5.37704;-2.78289
26.2002;-5.33258;-2.78474
26.2402;-5.28835;-2.78658
26.2802;-5.24437;-2.78841
26.3202;-5.20064;-2.79022
26.3602;-5.15716;-2.79201
26.4002;-5.11394;-2.7938
26.4402;-5.07099;-2.79559
26.4802;-5.02831;-2.79737
26.5202;-4.98592;-2.79915
26.5602;-4.94381;-2.80094
26.6002;-4.90199;-2.80273
26.6402;-4.86047;-2.80453
26.6802;-4.81925;-2.80634
26.7202;-4.77834;-2.80817
26.7602;-4.73775;-2.81002
26.8002;-4.69748;-2.81188
26.8402;-4.65754;-2.81377
26.8802;-4.61794;-2.81568
26.9202;-4.57868;-2.81762
26.9602;-4.53976;-2.81959
27.0002;-4.5012;-2.8216
27.0402;-4.463;-2.82364
27.0802;-4.42516;-2.82572
27.1202;-4.3877;-2.82784
27.1602;-4.35061;-2.83001
27.2002;-4.31391;-2.83223
27.2402;-4.2776;-2.8345
27.2802;-4.24168;-2.83682
27.3202;-4.20617;-2.8392
27.3602;-4.17107;-2.84164
27.4002;-4.13638;-2.84414
27.4402;-4.10212;-2.8467
27.4802;-4.06828;-2.84933
27.5203;-4.03487;-2.85203
27.5603;-4.00191;-2.85481
27.6003;-3.96939;-2.85766
27.6403;-3.93732;-2.86059
27.6803;-3.90571;-2.8636
27.7203;-3.84972;-2.86923
27.7603;-3.79509;-2.8751
27.8003;-3.7418;-2.88118
27.8403;-3.68983;-2.88746
27.8803;-3.63915;-2.89393
27.9203;-3.58974;-2.90057
27.9603;-3.54157;-2.90738
28.0003;-3.49462;-2.91434
28.0403;-3.44887;-2.92143
